Patient Count,Age,Disease,Insurer Cost,Patient % of Cost,Patient Cost,Per Patient Cost,Total Cost
1405,1,Acid Reflux,3901661.77,0.168506434,790691.76,3339.753402,4692353.53
304,2,Acid Reflux,858277.65,0.170996911,177035.32,3405.63477,1035312.97
142,3,Acid Reflux,420850.93,0.167017221,84382.72,3557.983451,505233.65
107,4,Acid Reflux,307946.39,0.167047854,61758.39,3455.18486,369704.78
98,5,Acid Reflux,392417.36,0.147309852,67793.61,4696.030306,460210.97
93,6,Acid Reflux,273932.52,0.165479863,54319.02,3529.586452,328251.54
112,7,Acid Reflux,321972.12,0.171963805,66866.1,3471.769821,388838.22
133,8,Acid Reflux,377766.8,0.168049189,76306.68,3414.086316,454073.48
105,9,Acid Reflux,329434.81,0.153880734,59913.15,3708.07581,389347.96
113,10,Acid Reflux,339812.92,0.166324398,67795.17,3607.151239,407608.09
107,11,Acid Reflux,287461.25,0.17278526,60043.74,3247.710187,347504.99
118,12,Acid Reflux,326156.29,0.174251394,68826.26,3347.309746,394982.55
134,13,Acid Reflux,384818.22,0.172614057,80283.01,3470.904701,465101.23
147,14,Acid Reflux,495443.83,0.164072218,97243.53,4031.886803,592687.36
176,15,Acid Reflux,518687.43,0.168281803,104946.19,3543.372841,623633.62
213,16,Acid Reflux,602841.43,0.172881695,126004.04,3421.809718,728845.47
221,17,Acid Reflux,681891.34,0.164196324,133959.75,3691.633891,815851.09
252,18,Acid Reflux,753929.98,0.172718983,157404.82,3616.407937,911334.8
237,19,Acid Reflux,716006.25,0.180972808,158209.23,3688.672911,874215.48
229,20,Acid Reflux,689320.62,0.170620386,141807.38,3629.379913,831128
253,21,Acid Reflux,760275.6,0.178121358,164770.46,3656.308538,925046.06
291,22,Acid Reflux,875377.77,0.182573937,195517.58,3680.052749,1070895.35
310,23,Acid Reflux,958826.86,0.173287074,200979.44,3741.310645,1159806.3
357,24,Acid Reflux,1060830.51,0.175692923,226105.56,3604.862941,1286936.07
391,25,Acid Reflux,1080917.01,0.181042636,238952.69,3375.625831,1319869.7
389,26,Acid Reflux,1212981.77,0.170003817,248448.77,3756.890848,1461430.54
425,27,Acid Reflux,1342169.31,0.178670259,291972.55,3845.039671,1634141.86
457,28,Acid Reflux,1456317.41,0.176657473,312469.41,3870.430678,1768786.82
435,29,Acid Reflux,1408617.29,0.178236328,305521.87,3940.549793,1714139.16
516,30,Acid Reflux,1780895.98,0.176881453,382700,4193.015465,2163595.98
506,31,Acid Reflux,1711310.69,0.17520899,363530.9,4100.477451,2074841.59
486,32,Acid Reflux,1573039.41,0.17701967,338354.28,3932.908827,1911393.69
533,33,Acid Reflux,1897467.17,0.176710658,407271.97,4324.088443,2304739.14
615,34,Acid Reflux,2197628.66,0.180320417,483453.93,4359.483886,2681082.59
586,35,Acid Reflux,2085234.04,0.176931742,448254.55,4323.359369,2533488.59
618,36,Acid Reflux,2142982.3,0.179083715,467493.75,4224.071278,2610476.05
655,37,Acid Reflux,2397551.9,0.174131802,505516.54,4432.165557,2903068.44
701,38,Acid Reflux,2582742.09,0.181089394,571133.4,4499.109116,3153875.49
720,39,Acid Reflux,2641343.33,0.179471587,577732.68,4470.938903,3219076.01
743,40,Acid Reflux,2817088.59,0.179274117,615346.83,4619.697739,3432435.42
757,41,Acid Reflux,2757205.83,0.180121728,605739.53,4442.464148,3362945.36
748,42,Acid Reflux,2903092.82,0.179652271,635763.59,4731.091457,3538856.41
853,43,Acid Reflux,3238267.85,0.179513314,708496.8,4626.922216,3946764.65
844,44,Acid Reflux,3331731.39,0.178292936,722914.77,4804.083128,4054646.16
900,45,Acid Reflux,3749729.75,0.175777047,799682.2,5054.902167,4549411.95
896,46,Acid Reflux,3794431.09,0.173346299,795678.51,5122.890179,4590109.6
936,47,Acid Reflux,3955327.22,0.177856323,855665.47,5139.949455,4810992.69
972,48,Acid Reflux,4070060.63,0.175166484,864341.95,5076.545864,4934402.58
959,49,Acid Reflux,4373393.37,0.172249762,910076.41,5509.353264,5283469.78
987,50,Acid Reflux,4438878.28,0.175644839,945789.02,5455.58997,5384667.3
996,51,Acid Reflux,4454360.82,0.174520496,941728.12,5417.75998,5396088.94
1014,52,Acid Reflux,4889345.73,0.174756433,1035384.77,5842.929487,5924730.5
1000,53,Acid Reflux,4562394.28,0.178021821,988111.07,5550.50535,5550505.35
969,54,Acid Reflux,4631257.79,0.173369209,971313.32,5781.807131,5602571.11
908,55,Acid Reflux,4580682.09,0.172647946,955875.25,6097.53011,5536557.34
982,56,Acid Reflux,4897317.61,0.172888572,1023671.32,6029.520295,5920988.93
927,57,Acid Reflux,4749592.36,0.177697262,1026373.28,6230.815146,5775965.64
883,58,Acid Reflux,4372515.14,0.174117947,921842.72,5995.875266,5294357.86
943,59,Acid Reflux,5144448.73,0.171099769,1061905.83,6581.500064,6206354.56
883,60,Acid Reflux,4769586.51,0.169765602,975280.87,6506.078573,5744867.38
950,61,Acid Reflux,5368917.87,0.171033741,1107724.35,6817.518126,6476642.22
799,62,Acid Reflux,4650189.83,0.166700812,930266.62,6984.300939,5580456.45
806,63,Acid Reflux,4818802.98,0.166129101,960032.79,7169.771427,5778835.77
788,64,Acid Reflux,4778230.47,0.164373137,939908.43,7256.521447,5718138.9
806,65,Acid Reflux,5067182.17,0.156898177,942984.14,7456.782022,6010166.31
803,66,Acid Reflux,5317406.91,0.155323553,977792.78,7839.601108,6295199.69
727,67,Acid Reflux,4686137.84,0.159487175,889193.91,7668.957015,5575331.75
763,68,Acid Reflux,5081372.8,0.152448643,913984.01,7857.610498,5995356.81
623,69,Acid Reflux,4148481.25,0.152987425,749298.75,7861.605136,4897780
671,70,Acid Reflux,4361933.46,0.158266142,820148.05,7722.923264,5182081.51
639,71,Acid Reflux,4640072.25,0.153671905,842520.47,8579.957308,5482592.72
636,72,Acid Reflux,4303233.52,0.158705785,811782.66,8042.47827,5115016.18
494,73,Acid Reflux,3687418.11,0.151124283,656466.44,8793.288563,4343884.55
438,74,Acid Reflux,3229903.86,0.153531404,585835.88,8711.734566,3815739.74
364,75,Acid Reflux,3211309.72,0.143559235,538289.61,10301.09706,3749599.33
328,76,Acid Reflux,2607675.57,0.150330589,461371.68,9356.851372,3069047.25
268,77,Acid Reflux,2506718.08,0.142766273,417476.34,10911.17321,2924194.42
184,78,Acid Reflux,1633903.08,0.150800539,290147.93,10456.79897,1924051.01
78,79,Acid Reflux,713954.51,0.152132027,128104.08,10795.62295,842058.59
1202,1,Asthma,1828282,0.209656894,484994.33,1924.522737,2313276.33
1288,2,Asthma,1732449,0.228046442,511790.93,1742.422306,2244239.93
1126,3,Asthma,1436046.94,0.224038177,414620.06,1643.576377,1850667
1052,4,Asthma,1418542.66,0.231015814,426154.13,1753.514059,1844696.79
1013,5,Asthma,1402584.61,0.235509418,432081.04,1811.121076,1834665.65
940,6,Asthma,1217372.41,0.233066684,369952.57,1688.643596,1587324.98
839,7,Asthma,1094156.66,0.226193295,319835.56,1685.330417,1413992.22
811,8,Asthma,1082364.88,0.231671773,326362.33,1737.02492,1408727.21
745,9,Asthma,1024233.68,0.221861629,292027.95,1766.794134,1316261.63
745,10,Asthma,958197.23,0.235143697,294583.49,1681.584859,1252780.72
749,11,Asthma,1039706.23,0.233310374,316391.72,1810.54466,1356097.95
705,12,Asthma,1001580.9,0.225389761,291431.83,1834.06061,1293012.73
690,13,Asthma,997083.62,0.234090641,304746.17,1886.709841,1301829.79
718,14,Asthma,1063196.79,0.231281374,319879.87,1926.290613,1383076.66
674,15,Asthma,1022210.61,0.236574257,316767.83,1986.614896,1338978.44
665,16,Asthma,1105891.79,0.221950966,315473.37,2137.391218,1421365.16
602,17,Asthma,1069730.61,0.21319374,289855.18,2258.448156,1359585.79
591,18,Asthma,1079707.87,0.221745113,307636.93,2347.45313,1387344.8
506,19,Asthma,833177.7,0.233971028,254480.51,2149.522154,1087658.21
462,20,Asthma,812620.54,0.22903421,241408.77,2281.448723,1054029.31
438,21,Asthma,759695.35,0.230941143,228129.37,2255.30758,987824.72
434,22,Asthma,811383.29,0.229954829,242299.43,2427.840369,1053682.72
413,23,Asthma,859542.11,0.223959492,248057.43,2681.83908,1107599.54
463,24,Asthma,915307.59,0.229861551,273189.87,2566.949158,1188497.46
426,25,Asthma,841493.21,0.227880577,248355.31,2558.329859,1089848.52
393,26,Asthma,822460.09,0.224498935,238093.05,2698.608499,1060553.14
446,27,Asthma,1014217.22,0.215161847,278045.67,2897.450426,1292262.89
410,28,Asthma,959823.12,0.218460861,268295.95,2995.412366,1228119.07
445,29,Asthma,1008885.49,0.213753238,274280.99,2883.52018,1283166.48
445,30,Asthma,1001055.04,0.2163361,276348.5,2870.569753,1277403.54
428,31,Asthma,1062079.68,0.213787487,288801.49,3156.264416,1350881.17
442,32,Asthma,1034917.65,0.207546878,271049.38,2954.676538,1305967.03
505,33,Asthma,1228668.11,0.215706701,337924.53,3102.163644,1566592.64
433,34,Asthma,1060992.95,0.21441324,289580.92,3119.108245,1350573.87
426,35,Asthma,1028858.07,0.216624747,284507.48,3083.017723,1313365.55
426,36,Asthma,1067156.33,0.209796377,283326.38,3170.147207,1350482.71
426,37,Asthma,1214956.6,0.203149324,309741.36,3579.103192,1524697.96
466,38,Asthma,1327186.84,0.19973344,331244.12,3558.864721,1658430.96
463,39,Asthma,1307043.95,0.20448091,335963.7,3548.612635,1643007.65
427,40,Asthma,1148019.7,0.208932861,303209.46,3398.663138,1451229.16
453,41,Asthma,1344976.06,0.204048522,344795.36,3730.179735,1689771.42
447,42,Asthma,1382694.95,0.198509779,342460.16,3859.407405,1725155.11
475,43,Asthma,1343782.7,0.206480276,349663.17,3565.1492,1693445.87
482,44,Asthma,1581813.14,0.202360427,401304.54,4114.352033,1983117.68
476,45,Asthma,1553805.73,0.200593967,389894.55,4083.40395,1943700.28
460,46,Asthma,1501272.34,0.202824302,381966.63,4093.997761,1883238.97
498,47,Asthma,1646043.71,0.204132015,422193.41,4153.086586,2068237.12
452,48,Asthma,1447284.24,0.20483835,372828.99,4026.799181,1820113.23
481,49,Asthma,1678343.62,0.200711473,421453.34,4365.482245,2099796.96
442,50,Asthma,1565591.89,0.197722121,385841.56,4415.007805,1951433.45
493,51,Asthma,1847060.98,0.197672503,455067.5,4669.631805,2302128.48
418,52,Asthma,1709557.07,0.184503775,386782.58,5015.166627,2096339.65
422,53,Asthma,1574948.17,0.200912947,395986.24,4670.460687,1970934.41
405,54,Asthma,1662268.89,0.191828857,394558.93,5078.58721,2056827.82
413,55,Asthma,1798178.29,0.191980001,427234.81,5388.409443,2225413.1
400,56,Asthma,1654784.32,0.190540532,389523.5,5110.76955,2044307.82
391,57,Asthma,1687402.36,0.183318479,378767.03,5284.320691,2066169.39
374,58,Asthma,1747412.16,0.186315628,400118.53,5742.060668,2147530.69
334,59,Asthma,1498458.6,0.182542617,334613.84,5488.240838,1833072.44
330,60,Asthma,1569354.2,0.1876939,362619.72,5854.466424,1931973.92
344,61,Asthma,1742294.87,0.17369196,366234.62,6129.446192,2108529.49
309,62,Asthma,1361399.86,0.189243648,317772.75,5434.215566,1679172.61
274,63,Asthma,1304814.48,0.191257983,308573.29,5888.276533,1613387.77
264,64,Asthma,1351899.26,0.17830158,293350.66,6232.007273,1645249.92
278,65,Asthma,1542200.82,0.166831791,308806.94,6658.301295,1851007.76
247,66,Asthma,1180474.5,0.174427559,249411.53,5789.012267,1429886.03
231,67,Asthma,1390361.77,0.159620638,264083.63,7162.101299,1654445.4
217,68,Asthma,1344588.73,0.165882788,267401.42,7428.526037,1611990.15
209,69,Asthma,1178753.57,0.174672342,249471.4,6833.612297,1428224.97
178,70,Asthma,1108643.39,0.162268821,214744.61,7434.764045,1323388
192,71,Asthma,1270833.53,0.161655746,245051.53,7895.234688,1515885.06
183,72,Asthma,1092644.31,0.167941875,220538.36,7175.861585,1313182.67
141,73,Asthma,817654.82,0.170060187,167542.91,6987.217943,985197.73
135,74,Asthma,908735.45,0.162790976,176698.92,8040.254593,1085434.37
131,75,Asthma,921865.09,0.155842897,170188.85,8336.289618,1092053.94
100,76,Asthma,763782.63,0.154364102,139422.44,9032.0507,903205.07
60,77,Asthma,448872.08,0.153840211,81609.38,8841.357667,530481.46
49,78,Asthma,459074.2,0.155636429,84618.37,11095.76673,543692.57
21,79,Asthma,128475.12,0.171957476,26680.1,7388.34381,155155.22
3,1,Chronic Bronchitis,8540.66,0.109345002,1048.53,3196.396667,9589.19
6,2,Chronic Bronchitis,9507.99,0.138501364,1528.58,1839.428333,11036.57
4,3,Chronic Bronchitis,11747.23,0.156296482,2176.18,3480.8525,13923.41
2,4,Chronic Bronchitis,9378.54,0.142363331,1556.79,5467.665,10935.33
1,5,Chronic Bronchitis,0,,0,0,0
1,6,Chronic Bronchitis,4327.48,0.146840684,744.82,5072.3,5072.3
1,7,Chronic Bronchitis,1807.66,0.258915797,631.55,2439.21,2439.21
1,8,Chronic Bronchitis,1904.59,0.254000086,648.48,2553.07,2553.07
2,9,Chronic Bronchitis,5062.22,0.113724419,649.57,2855.895,5711.79
2,10,Chronic Bronchitis,0,,0,0,0
0,11,Chronic Bronchitis,0,,0,,0
1,12,Chronic Bronchitis,0,,0,0,0
1,13,Chronic Bronchitis,5850.1,0.084276434,538.4,6388.5,6388.5
1,14,Chronic Bronchitis,3540.72,0.049272062,183.5,3724.22,3724.22
3,15,Chronic Bronchitis,8061.78,0.088010208,777.99,2946.59,8839.77
3,16,Chronic Bronchitis,6769.05,0.175380998,1439.65,2736.233333,8208.7
4,17,Chronic Bronchitis,12191.01,0.104245042,1418.75,3402.44,13609.76
4,18,Chronic Bronchitis,6315.12,0.185324509,1436.58,1937.925,7751.7
4,19,Chronic Bronchitis,17164.03,0.110675707,2136.05,4825.02,19300.08
6,20,Chronic Bronchitis,15240.28,0.176367143,3263.45,3083.955,18503.73
8,21,Chronic Bronchitis,23396.08,0.176280799,5006.9,3550.3725,28402.98
4,22,Chronic Bronchitis,8492.48,0.167528792,1709.05,2550.3825,10201.53
2,23,Chronic Bronchitis,0,,0,0,0
8,24,Chronic Bronchitis,30601.72,0.149887519,5395.54,4499.6575,35997.26
5,25,Chronic Bronchitis,14318.72,0.131928897,2176.15,3298.974,16494.87
8,26,Chronic Bronchitis,37277.62,0.106717634,4453.44,5216.3825,41731.06
6,27,Chronic Bronchitis,28497.88,0.141749293,4706.73,5534.101667,33204.61
9,28,Chronic Bronchitis,33647.85,0.136370321,5313.12,4328.996667,38960.97
10,29,Chronic Bronchitis,37827.35,0.158835745,7142.88,4497.023,44970.23
16,30,Chronic Bronchitis,33717.07,0.174404562,7122.63,2552.48125,40839.7
8,31,Chronic Bronchitis,27388.39,0.145253098,4654.3,4005.33625,32042.69
10,32,Chronic Bronchitis,56757.73,0.156150764,10502.78,6726.051,67260.51
17,33,Chronic Bronchitis,66757.7,0.139917205,10860.06,4565.750588,77617.76
22,34,Chronic Bronchitis,55540.7,0.13845908,8926,2930.304545,64466.7
17,35,Chronic Bronchitis,54620.85,0.13750379,8707.95,3725.223529,63328.8
27,36,Chronic Bronchitis,76307.6,0.15415493,13907.03,3341.282593,90214.63
26,37,Chronic Bronchitis,122368.34,0.129142881,18146.49,5404.416538,140514.83
16,38,Chronic Bronchitis,59104.37,0.150509039,10471.85,4348.51375,69576.22
34,39,Chronic Bronchitis,154570.55,0.144315634,26069.13,5312.931765,180639.68
28,40,Chronic Bronchitis,105257.95,0.152459935,18934.35,4435.439286,124192.3
34,41,Chronic Bronchitis,153609.46,0.147140231,26501.58,5297.383529,180111.04
30,42,Chronic Bronchitis,132380.21,0.144103338,22288.24,5155.615,154668.45
37,43,Chronic Bronchitis,159174.63,0.13912693,25724.44,4997.272162,184899.07
38,44,Chronic Bronchitis,207516.32,0.152707501,37400.66,6445.183684,244916.98
53,45,Chronic Bronchitis,222914.28,0.153385835,40386.63,4967.941698,263300.91
56,46,Chronic Bronchitis,256403.56,0.141472919,42251.62,5333.128214,298655.18
60,47,Chronic Bronchitis,279450.07,0.148950497,48909.29,5472.656,328359.36
60,48,Chronic Bronchitis,266702.05,0.146479231,45770.78,5207.8805,312472.83
68,49,Chronic Bronchitis,384680.78,0.130884137,57930.84,6508.994412,442611.62
65,50,Chronic Bronchitis,270619.84,0.148489975,47191.85,4889.410615,317811.69
70,51,Chronic Bronchitis,377339.38,0.135613277,59200.62,6236.285714,436540
69,52,Chronic Bronchitis,371439.51,0.13130313,56142.91,6196.846667,427582.42
75,53,Chronic Bronchitis,362474.71,0.137501881,57786.74,5603.486,420261.45
89,54,Chronic Bronchitis,433417.76,0.142795414,72199.88,5681.097079,505617.64
83,55,Chronic Bronchitis,474182.18,0.140149681,77288.43,6644.224217,551470.61
77,56,Chronic Bronchitis,427223.84,0.136404948,67480.06,6424.725974,494703.9
106,57,Chronic Bronchitis,533360,0.149054844,93425.4,5913.069811,626785.4
109,58,Chronic Bronchitis,530402.21,0.148616125,92586.11,5715.489174,622988.32
108,59,Chronic Bronchitis,626401.47,0.137667745,100002.38,6725.961574,726403.85
109,60,Chronic Bronchitis,582428.59,0.145980189,99556.28,6256.741927,681984.87
107,61,Chronic Bronchitis,501255.07,0.143688621,84110.35,5470.70486,585365.42
89,62,Chronic Bronchitis,446312.72,0.138530085,71770.05,5821.154719,518082.77
97,63,Chronic Bronchitis,514296.58,0.142969559,85794.8,6186.509072,600091.38
103,64,Chronic Bronchitis,579102.38,0.13761434,92409.69,6519.53466,671512.07
90,65,Chronic Bronchitis,581832.24,0.136809007,92215.85,7489.423222,674048.09
100,66,Chronic Bronchitis,709712.86,0.133756339,109586.48,8192.9934,819299.34
101,67,Chronic Bronchitis,745663.65,0.128626319,110069.85,8472.608911,855733.5
91,68,Chronic Bronchitis,502226.43,0.143705055,84284.6,6445.176154,586511.03
90,69,Chronic Bronchitis,703733.43,0.125271601,100783.07,8939.072222,804516.5
80,70,Chronic Bronchitis,527700.66,0.129935346,78806.75,7581.342625,606507.41
63,71,Chronic Bronchitis,429117.92,0.135733864,67393.4,7881.132063,496511.32
80,72,Chronic Bronchitis,494956.58,0.139742434,80402.01,7191.982375,575358.59
72,73,Chronic Bronchitis,422874.93,0.140739419,69263.24,6835.252361,492138.17
70,74,Chronic Bronchitis,471340.95,0.140705781,77180.08,7836.014714,548521.03
75,75,Chronic Bronchitis,541339.34,0.126512508,78405.47,8263.264133,619744.81
48,76,Chronic Bronchitis,290360.08,0.130961124,43756.25,6960.756875,334116.33
47,77,Chronic Bronchitis,369050.14,0.124801649,52625.86,8971.829787,421676
28,78,Chronic Bronchitis,267731.07,0.120475747,36673.35,10871.58643,304404.42
12,79,Chronic Bronchitis,72290.76,0.148538485,12611.21,7075.164167,84901.97
274,1,Chronic Sinusitis,287402.15,0.227011975,84404.58,1356.958869,371806.73
347,2,Chronic Sinusitis,270640.2,0.269607676,99900.66,1067.841095,370540.86
336,3,Chronic Sinusitis,242872.88,0.283963095,96317.57,1009.495387,339190.45
249,4,Chronic Sinusitis,206979.94,0.25480435,70772.54,1115.471807,277752.48
266,5,Chronic Sinusitis,242525.2,0.271675668,90465.46,1251.844586,332990.66
251,6,Chronic Sinusitis,232339.36,0.262552645,82719.55,1255.214781,315058.91
205,7,Chronic Sinusitis,171935.04,0.275351491,65331.77,1157.399073,237266.81
222,8,Chronic Sinusitis,192795.93,0.274754327,73039.41,1197.456486,265835.34
207,9,Chronic Sinusitis,150203.79,0.292284198,62033.65,1025.301643,212237.44
209,10,Chronic Sinusitis,148105.68,0.276825651,56693.73,979.9014833,204799.41
210,11,Chronic Sinusitis,156888.63,0.275753302,59734.56,1031.539,216623.19
191,12,Chronic Sinusitis,150707.38,0.284329784,59874.78,1102.524398,210582.16
226,13,Chronic Sinusitis,193264.14,0.293240997,80187.12,1209.961327,273451.26
236,14,Chronic Sinusitis,210580.97,0.288589653,85423.96,1254.258178,296004.93
262,15,Chronic Sinusitis,244836.66,0.257658053,84979.89,1258.841794,329816.55
278,16,Chronic Sinusitis,261479.16,0.265985788,94752.58,1281.409137,356231.74
294,17,Chronic Sinusitis,291491.53,0.262788376,103905.83,1344.88898,395397.36
307,18,Chronic Sinusitis,281516.48,0.275391038,106991.66,1265.498827,388508.14
300,19,Chronic Sinusitis,296800.91,0.250807481,99360.16,1320.5369,396161.07
264,20,Chronic Sinusitis,230964.32,0.301704404,99790.05,1252.857462,330754.37
297,21,Chronic Sinusitis,274165.13,0.273308153,103113.26,1270.297609,377278.39
310,22,Chronic Sinusitis,321405.17,0.264105883,115349.47,1408.885935,436754.64
269,23,Chronic Sinusitis,258850.2,0.275223342,98294.58,1327.675762,357144.78
276,24,Chronic Sinusitis,325091.71,0.272819152,121965.87,1619.773841,447057.58
308,25,Chronic Sinusitis,341279.92,0.261673423,120954.45,1500.760942,462234.37
326,26,Chronic Sinusitis,402962.17,0.266892527,146700.99,1686.083313,549663.16
344,27,Chronic Sinusitis,472001.09,0.253745643,160492.49,1838.644128,632493.58
346,28,Chronic Sinusitis,517721.02,0.243980775,167077.73,1979.187139,684798.75
363,29,Chronic Sinusitis,480590.89,0.261068587,169795.44,1791.697879,650386.33
342,30,Chronic Sinusitis,528059.31,0.24439465,170796.66,2043.438509,698855.97
391,31,Chronic Sinusitis,496989.23,0.259268356,173954.47,1715.968542,670943.7
400,32,Chronic Sinusitis,532207.95,0.252835067,180095.22,1780.757925,712303.17
442,33,Chronic Sinusitis,671982.83,0.235668428,207194.29,1989.088507,879177.12
429,34,Chronic Sinusitis,597875.43,0.245348097,194377.83,1846.744196,792253.26
466,35,Chronic Sinusitis,608863.95,0.254198213,207524.48,1751.906502,816388.43
465,36,Chronic Sinusitis,744036.76,0.245205585,241710.81,2119.887247,985747.57
506,37,Chronic Sinusitis,790248.02,0.239244332,248519.16,2052.899565,1038767.18
514,38,Chronic Sinusitis,871556.02,0.232797127,264461.65,2210.151109,1136017.67
486,39,Chronic Sinusitis,686131.03,0.247353125,225493.07,1875.769753,911624.1
498,40,Chronic Sinusitis,856345.99,0.235331951,263546.48,2248.78006,1119892.47
478,41,Chronic Sinusitis,838149.88,0.234019542,256068.48,2289.159749,1094218.36
476,42,Chronic Sinusitis,859927.25,0.234833379,263915.88,2361.014979,1123843.13
524,43,Chronic Sinusitis,931330.41,0.235076621,286216.91,2323.563588,1217547.32
505,44,Chronic Sinusitis,956919.11,0.230921654,287322.28,2463.844337,1244241.39
515,45,Chronic Sinusitis,1004125.69,0.225623769,292564.02,2517.844097,1296689.71
520,46,Chronic Sinusitis,1059213.04,0.227447727,311843.75,2636.647673,1371056.79
498,47,Chronic Sinusitis,898426.11,0.236818627,278785.68,2363.879096,1177211.79
531,48,Chronic Sinusitis,1123683.51,0.220355552,317593.36,2714.269058,1441276.87
531,49,Chronic Sinusitis,1192860.63,0.219118297,334721.11,2876.80177,1527581.74
519,50,Chronic Sinusitis,1028704.07,0.228635702,304912.32,2569.58842,1333616.39
452,51,Chronic Sinusitis,1061616.89,0.222748727,304243.71,3021.815487,1365860.6
492,52,Chronic Sinusitis,1125134.78,0.224315287,325370.51,2948.181484,1450505.29
439,53,Chronic Sinusitis,1085322.02,0.216874904,300563.87,3156.915467,1385885.89
455,54,Chronic Sinusitis,1126182.05,0.218640993,315129.87,3167.718505,1441311.92
427,55,Chronic Sinusitis,1011194.05,0.222979459,290179.59,3047.713443,1301373.64
415,56,Chronic Sinusitis,1083768.26,0.207841384,284352.01,3296.675349,1368120.27
415,57,Chronic Sinusitis,1047491.92,0.219277139,294203.03,3232.99988,1341694.95
439,58,Chronic Sinusitis,1113193.07,0.215240653,305322.14,3231.241936,1418515.21
364,59,Chronic Sinusitis,1039609.53,0.209104098,274861.22,3611.183379,1314470.75
379,60,Chronic Sinusitis,1048711.27,0.212975017,283789.34,3515.832744,1332500.61
351,61,Chronic Sinusitis,1119869.99,0.205670904,289961.27,4016.613276,1409831.26
352,62,Chronic Sinusitis,1052250.96,0.208450219,277104.42,3776.577784,1329355.38
304,63,Chronic Sinusitis,1038676.42,0.190034085,243694.11,4218.324112,1282370.53
275,64,Chronic Sinusitis,924155.35,0.190716013,217786.62,4152.516255,1141941.97
