Patient Count,Age,Disease,Insurer Cost,Patient % of Cost,Patient Cost,Per Patient Cost,Total Cost
30,13,Hypertension,72068.45,0.155579825,13278.22,2844.889,85346.67
34,14,Hypertension,73471.17,0.189814765,17213.24,2667.188529,90684.41
35,15,Hypertension,64023.37,0.210802609,17101.29,2317.847429,81124.66
50,16,Hypertension,98888.35,0.229482176,29451.77,2566.8024,128340.12
57,17,Hypertension,108490.31,0.195522479,26367.79,2365.931579,134858.1
80,18,Hypertension,212489.01,0.182916504,47568.88,3250.723625,260057.89
79,19,Hypertension,258621.07,0.147741253,44832.63,3841.186076,303453.7
81,20,Hypertension,164565.71,0.223705822,47423.14,2617.146296,211988.85
109,21,Hypertension,261206.6,0.18277299,58418.91,2932.344128,319625.51
126,22,Hypertension,236113.37,0.222463538,67555.18,2410.067857,303668.55
162,23,Hypertension,372462.79,0.211210064,99732.37,2914.784938,472195.16
213,24,Hypertension,505451.86,0.213536018,137237.28,3017.319906,642689.14
235,25,Hypertension,584072.39,0.192903519,139598.7,3079.451447,723671.09
268,26,Hypertension,598766.23,0.216251917,165211.69,2850.663881,763977.92
312,27,Hypertension,754335.8,0.211655763,202525.13,3066.861955,956860.93
355,28,Hypertension,876855.44,0.209034992,231733.98,3122.787099,1108589.42
364,29,Hypertension,929876.32,0.203900877,238164.56,3208.903516,1168040.88
449,30,Hypertension,1313764.5,0.19496846,318177.15,3634.61392,1631941.65
459,31,Hypertension,1241950.35,0.199115371,308772.82,3378.481852,1550723.17
554,32,Hypertension,1565023.38,0.198110543,386646.35,3522.869549,1951669.73
540,33,Hypertension,1634537.86,0.203296144,417087.53,3799.306278,2051625.39
674,34,Hypertension,1986349.73,0.201323433,500701.74,3689.987344,2487051.47
721,35,Hypertension,2034926.6,0.204966666,524622.18,3549.998308,2559548.78
755,36,Hypertension,2437834.8,0.194718456,589472.63,4009.678715,3027307.43
824,37,Hypertension,2487201.2,0.204223144,638299.6,3793.083495,3125500.8
897,38,Hypertension,2852548.39,0.200349494,714695.51,3976.860535,3567243.9
991,39,Hypertension,3460140.28,0.185770739,789449.42,4288.18335,4249589.7
1026,40,Hypertension,3210410.16,0.201078008,808017.41,3916.596072,4018427.57
1125,41,Hypertension,3660483.83,0.199609978,912891.31,4065.222347,4573375.14
1284,42,Hypertension,4140443.42,0.199691011,1033112.64,4029.249268,5173556.06
1417,43,Hypertension,4879457.89,0.193597361,1171437.35,4270.215413,6050895.24
1523,44,Hypertension,5169640.27,0.201478764,1304377,4250.832088,6474017.27
1564,45,Hypertension,5496409.07,0.193580771,1319411.87,4357.941777,6815820.94
1639,46,Hypertension,5865945.24,0.192488663,1398281.24,4432.108896,7264226.48
1807,47,Hypertension,6389043.66,0.197988861,1577234.3,4408.565556,7966277.96
1901,48,Hypertension,6704330.73,0.19862479,1661701.37,4400.858548,8366032.1
1927,49,Hypertension,6806007.88,0.200838113,1710424.14,4419.528812,8516432.02
2137,50,Hypertension,8419711.58,0.192584306,2008264.54,4879.726776,10427976.12
2123,51,Hypertension,8435566.55,0.192675435,2013225.57,4921.710843,10448792.12
2251,52,Hypertension,8943208.56,0.193272252,2142574.2,4924.825749,11085782.76
2250,53,Hypertension,9138798.95,0.193228363,2188816.61,5034.495804,11327615.56
2245,54,Hypertension,9174438.12,0.194541256,2215888.44,5073.64212,11390326.56
2256,55,Hypertension,10115092.48,0.185309949,2300785.77,5503.492132,12415878.25
2326,56,Hypertension,10477325.48,0.186536,2402562.85,5537.355258,12879888.33
2291,57,Hypertension,10248062.12,0.187352793,2362652.63,5504.458643,12610714.75
2294,58,Hypertension,10646081.59,0.186071605,2433793.31,5701.77633,13079874.9
2297,59,Hypertension,11732855.23,0.180670074,2587206.64,6234.245481,14320061.87
2253,60,Hypertension,11134602.11,0.182467089,2485157.97,6045.16648,13619760.08
2189,61,Hypertension,11422624.89,0.177383058,2463090.7,6343.405934,13885715.59
2124,62,Hypertension,11456822.88,0.176359215,2453152.31,6548.952538,13909975.19
2091,63,Hypertension,11682967.1,0.171403809,2416744.23,6743.047025,14099711.33
2012,64,Hypertension,11259252.59,0.170891159,2320692.57,6749.475726,13579945.16
2197,65,Hypertension,13248710.21,0.165215853,2622111.31,7223.860501,15870821.52
2185,66,Hypertension,13357159.8,0.165626818,2651456.12,7326.597675,16008615.92
1964,67,Hypertension,12390045.92,0.164097742,2432316.15,7547.027531,14822362.07
1880,68,Hypertension,12194794.51,0.160989722,2339943.41,7731.243574,14534737.92
1785,69,Hypertension,11992590.79,0.156813235,2230344.49,7968.030969,14222935.28
1838,70,Hypertension,12322558.42,0.16004887,2348007.49,7981.809527,14670565.91
1684,71,Hypertension,11672305.94,0.156221624,2161072.91,8214.595517,13833378.85
1582,72,Hypertension,11083121.29,0.157384805,2070120.38,8314.312054,13153241.67
1433,73,Hypertension,10547570.2,0.153391087,1911039.72,8694.075311,12458609.92
1237,74,Hypertension,9498302.92,0.155333424,1746729.37,9090.567736,11245032.29
1075,75,Hypertension,8743723.51,0.150543297,1549589.24,9575.174651,10293312.75
950,76,Hypertension,8133082.3,0.148091181,1413810.65,10049.361,9546892.95
756,77,Hypertension,6756827.79,0.151037436,1202095.34,10527.6761,7958923.13
488,78,Hypertension,4318788.42,0.149288022,757886.8,10403.02299,5076675.22
240,79,Hypertension,2529548.16,0.142695387,421034.54,12294.09458,2950582.7
0,1,Osteoarthritis,0,,0,,0
0,2,Osteoarthritis,0,,0,,0
0,3,Osteoarthritis,0,,0,,0
0,4,Osteoarthritis,0,,0,,0
1,5,Osteoarthritis,45805.13,0.09456559,4783.99,50589.12,50589.12
0,6,Osteoarthritis,0,,0,,0
1,7,Osteoarthritis,3294.98,0.154276767,601.07,3896.05,3896.05
0,8,Osteoarthritis,0,,0,,0
2,9,Osteoarthritis,7229.51,0.148671166,1262.52,4246.015,8492.03
0,10,Osteoarthritis,0,,0,,0
0,11,Osteoarthritis,0,,0,,0
1,12,Osteoarthritis,0,,0,0,0
2,13,Osteoarthritis,4792.92,0.207252446,1253.04,3022.98,6045.96
2,14,Osteoarthritis,1582.35,0.269547515,583.91,1083.13,2166.26
4,15,Osteoarthritis,5844.15,0.249716918,1945.11,1947.315,7789.26
7,16,Osteoarthritis,8217.13,0.215931688,2262.99,1497.16,10480.12
4,17,Osteoarthritis,8763.66,0.308478412,3909.35,3168.2525,12673.01
8,18,Osteoarthritis,15308.9,0.236343103,4737.93,2505.85375,20046.83
5,19,Osteoarthritis,15324.12,0.196734966,3753.17,3815.458,19077.29
3,20,Osteoarthritis,3381.9,0.260541207,1191.58,1524.493333,4573.48
6,21,Osteoarthritis,16193.44,0.223458372,4659.84,3475.546667,20853.28
6,22,Osteoarthritis,2256.28,0.348827544,1208.67,577.4916667,3464.95
7,23,Osteoarthritis,15044.36,0.230343508,4502.49,2792.407143,19546.85
6,24,Osteoarthritis,26419.28,0.191178276,6244.63,5443.985,32663.91
14,25,Osteoarthritis,33618.61,0.198712691,8337.14,2996.839286,41955.75
9,26,Osteoarthritis,20211.31,0.208451901,5322.59,2837.1,25533.9
11,27,Osteoarthritis,21258.45,0.224240989,6144.97,2491.22,27403.42
16,28,Osteoarthritis,46793.03,0.225179233,13599.04,3774.504375,60392.07
15,29,Osteoarthritis,38849.76,0.186727648,8919.92,3184.645333,47769.68
23,30,Osteoarthritis,65009.99,0.218225604,18146.98,3615.520435,83156.97
15,31,Osteoarthritis,45379.11,0.185318681,10322.56,3713.444667,55701.67
13,32,Osteoarthritis,28812.11,0.224196041,8326.28,2856.799231,37138.39
14,33,Osteoarthritis,24186.46,0.208448423,6369.3,2182.554286,30555.76
25,34,Osteoarthritis,78005.1,0.205658074,20195.81,3928.0364,98200.91
22,35,Osteoarthritis,55200.57,0.210588615,14725.67,3178.465455,69926.24
25,36,Osteoarthritis,76748.62,0.220901176,21760.86,3940.3792,98509.48
42,37,Osteoarthritis,109144.97,0.207789914,28627.79,3280.30381,137772.76
38,38,Osteoarthritis,95003.23,0.232929383,28848.77,3259.263158,123852
31,39,Osteoarthritis,73838.22,0.216233487,20371.24,3039.014839,94209.46
44,40,Osteoarthritis,111766.16,0.195290259,27123.87,3156.591591,138890.03
52,41,Osteoarthritis,129902,0.202553655,32995.48,3132.643846,162897.48
62,42,Osteoarthritis,138524.13,0.206337912,36013.79,2815.127742,174537.92
60,43,Osteoarthritis,173086.42,0.203633794,44258.84,3622.421,217345.26
81,44,Osteoarthritis,239156.06,0.213659624,64982.03,3754.791235,304138.09
78,45,Osteoarthritis,274475.62,0.185235198,62401.5,4318.937436,336877.12
93,46,Osteoarthritis,247097.95,0.201804982,62472.95,3328.719355,309570.9
93,47,Osteoarthritis,296669.94,0.205483124,76726.71,4015.017742,373396.65
99,48,Osteoarthritis,362356.15,0.193506124,86941.93,4538.364444,449298.08
91,49,Osteoarthritis,325555.46,0.183928665,73374.69,4383.847802,398930.15
100,50,Osteoarthritis,341329.81,0.189145346,79620.86,4209.5067,420950.67
118,51,Osteoarthritis,411777.05,0.20097845,103574.57,4367.38661,515351.62
116,52,Osteoarthritis,416545.21,0.198741004,103318.17,4481.580862,519863.38
113,53,Osteoarthritis,383736.72,0.193394175,92005.84,4210.11115,475742.56
99,54,Osteoarthritis,352407.97,0.179025494,76847.71,4335.91596,429255.68
125,55,Osteoarthritis,530464.36,0.187585285,122483.39,5223.582,652947.75
105,56,Osteoarthritis,384461.43,0.201109412,96782.73,4583.277714,481244.16
115,57,Osteoarthritis,496745.57,0.182149285,110633.7,5281.55887,607379.27
96,58,Osteoarthritis,373513.71,0.183787967,84104.77,4766.859167,457618.48
100,59,Osteoarthritis,388160.62,0.19749483,95525.51,4836.8613,483686.13
113,60,Osteoarthritis,481011.94,0.183567256,108151.03,5213.831593,589162.97
131,61,Osteoarthritis,581053.81,0.17460667,122918.21,5373.832214,703972.02
102,62,Osteoarthritis,419665.93,0.197714292,103421.95,5128.312549,523087.88
89,63,Osteoarthritis,484416.79,0.157977852,90884.93,6464.06427,575301.72
102,64,Osteoarthritis,512873.68,0.179653663,112317.97,6129.329902,625191.65
115,65,Osteoarthritis,562833.49,0.18082722,124241.94,5974.568957,687075.43
112,66,Osteoarthritis,579255.75,0.167623621,116650.29,6213.446786,695906.04
91,67,Osteoarthritis,402047.22,0.18587525,91792.6,5426.811209,493839.82
92,68,Osteoarthritis,460062.36,0.179319998,100524.42,6093.334565,560586.78
126,69,Osteoarthritis,605307.66,0.163030162,117905.57,5739.78754,723213.23
113,70,Osteoarthritis,500520.77,0.177873589,108291.65,5387.720531,608812.42
100,71,Osteoarthritis,525131.99,0.161664461,101266.35,6263.9834,626398.34
97,72,Osteoarthritis,505572.89,0.163551299,98854.96,6231.214948,604427.85
96,73,Osteoarthritis,530600.86,0.160925499,101763.56,6587.129375,632364.42
85,74,Osteoarthritis,475552.64,0.1597195,90392.47,6658.177765,565945.11
92,75,Osteoarthritis,562339.26,0.158564202,105969.91,7264.230109,668309.17
55,76,Osteoarthritis,292132.04,0.169463939,59607.1,6395.257091,351739.14
56,77,Osteoarthritis,357266.58,0.164718984,70453.64,7637.861071,427720.22
43,78,Osteoarthritis,318376.6,0.148882989,55692.53,8699.282093,374069.13
13,79,Osteoarthritis,102852.56,0.131699613,15600.18,9111.749231,118452.74
5,1,Osteoporosis,23073.91,0.147302466,3985.99,5411.98,27059.9
6,2,Osteoporosis,14568.28,0.208528689,3838.3,3067.763333,18406.58
3,3,Osteoporosis,6708.26,0.234883315,2059.37,2922.543333,8767.63
5,4,Osteoporosis,10564.78,0.236290165,3268.72,2766.7,13833.5
10,5,Osteoporosis,70673.96,0.152085522,12676.38,8335.034,83350.34
14,6,Osteoporosis,24920.17,0.247199826,8183.13,2364.521429,33103.3
20,7,Osteoporosis,29184.83,0.24130038,9282.08,1923.3455,38466.91
25,8,Osteoporosis,39321.12,0.223705449,11331.2,2026.0928,50652.32
22,9,Osteoporosis,32948.32,0.226665646,9657.21,1936.615,42605.53
36,10,Osteoporosis,65018.83,0.225492754,18929.81,2331.906667,83948.64
44,11,Osteoporosis,67434.52,0.245599898,21953.75,2031.551591,89388.27
47,12,Osteoporosis,82559.96,0.232493219,25009.07,2288.702766,107569.03
47,13,Osteoporosis,89783.87,0.24268535,28771.7,2522.458936,118555.57
72,14,Osteoporosis,138089.29,0.247296257,45368.4,2548.023472,183457.69
104,15,Osteoporosis,212111.93,0.237880073,66206.38,2676.137596,278318.31
94,16,Osteoporosis,211286.17,0.254195601,72013.54,3013.826702,283299.71
100,17,Osteoporosis,199371.1,0.230147515,59602.02,2589.7312,258973.12
87,18,Osteoporosis,174488.34,0.239426958,54928.6,2636.976322,229416.94
90,19,Osteoporosis,191039.17,0.242735787,61236.28,2803.060556,252275.45
82,20,Osteoporosis,194230.06,0.238774494,60924.37,3111.63939,255154.43
69,21,Osteoporosis,171439.25,0.230091509,51235.59,3227.171594,222674.84
71,22,Osteoporosis,157370.4,0.237283367,48958.39,2906.039296,206328.79
84,23,Osteoporosis,181813.31,0.220541064,51442.48,2776.854643,233255.79
60,24,Osteoporosis,130282.8,0.251283904,43725.48,2900.138,174008.28
70,25,Osteoporosis,136638.35,0.234903182,41951.27,2551.280286,178589.62
104,26,Osteoporosis,261437.01,0.237749372,81543.37,3297.888269,342980.38
95,27,Osteoporosis,236211.76,0.237447213,73552.71,3260.678632,309764.47
75,28,Osteoporosis,211091.49,0.220804689,59818.11,3612.128,270909.6
92,29,Osteoporosis,202535.57,0.219645806,57007.56,2821.120978,259543.13
94,30,Osteoporosis,274066.92,0.234289145,83857.9,3807.710851,357924.82
110,31,Osteoporosis,322533.01,0.217758708,89786.07,3748.355273,412319.08
120,32,Osteoporosis,343537.05,0.225591501,100075.14,3696.76825,443612.19
124,33,Osteoporosis,324586.62,0.224966015,94216.46,3377.444194,418803.08
114,34,Osteoporosis,286489.91,0.214410134,78191.36,3198.958509,364681.27
111,35,Osteoporosis,301099.4,0.222454666,86144.13,3488.68045,387243.53
109,36,Osteoporosis,287175.22,0.233660687,87561.16,3437.94844,374736.38
131,37,Osteoporosis,373738.47,0.219973506,105397.14,3657.52374,479135.61
133,38,Osteoporosis,439812.03,0.215159327,120571.81,4213.412331,560383.84
135,39,Osteoporosis,418557.95,0.21683587,115886.79,3958.849926,534444.74
151,40,Osteoporosis,426966.31,0.221330789,121361.92,3631.312781,548328.23
168,41,Osteoporosis,584419.67,0.215300073,160348.68,4433.14494,744768.35
187,42,Osteoporosis,589268.77,0.218437219,164693.4,4031.883262,753962.17
158,43,Osteoporosis,476027.56,0.229822647,142047.69,3911.868671,618075.25
219,44,Osteoporosis,738593.76,0.210086052,196436.9,4269.546393,935030.66
206,45,Osteoporosis,726011.85,0.214464785,198213.87,4486.532621,924225.72
233,46,Osteoporosis,736187.61,0.218352747,205653.62,4042.237039,941841.23
261,47,Osteoporosis,871764.6,0.22072434,246921.18,4286.152414,1118685.78
264,48,Osteoporosis,878916.57,0.221544698,250135.5,4276.712386,1129052.07
366,49,Osteoporosis,1226628.65,0.223626248,353317.41,4316.792514,1579946.06
393,50,Osteoporosis,1390971.32,0.220821155,394204.61,4542.432392,1785175.93
528,51,Osteoporosis,1808508.35,0.219531669,508700.79,4388.653674,2317209.14
591,52,Osteoporosis,2018526.14,0.226138107,589854.19,4413.503096,2608380.33
622,53,Osteoporosis,2203110.76,0.221141844,625531.07,4547.655675,2828641.83
628,54,Osteoporosis,2267611.29,0.222133462,647556.26,4641.986545,2915167.55
706,55,Osteoporosis,2591757.26,0.220630113,733694.88,4710.272153,3325452.14
727,56,Osteoporosis,2540812.71,0.22748482,748200.6,4524.089835,3289013.31
790,57,Osteoporosis,3135003.13,0.222354231,896399.41,5103.04119,4031402.54
798,58,Osteoporosis,2999851.11,0.227218776,882038.12,4864.522845,3881889.23
770,59,Osteoporosis,3049820.34,0.218107529,850742.02,5065.665403,3900562.36
791,60,Osteoporosis,3107211.19,0.218348768,867977.57,5025.523085,3975188.76
781,61,Osteoporosis,3459263.41,0.207941016,908168.16,5592.101882,4367431.57
741,62,Osteoporosis,3223912.18,0.213349452,874365.24,5530.738758,4098277.42
700,63,Osteoporosis,2987504.96,0.214629822,816440.04,5434.207143,3803945
680,64,Osteoporosis,3428345.32,0.200730149,861001.16,6307.862471,4289346.48
735,65,Osteoporosis,3653123.42,0.194260492,880753.08,6168.539456,4533876.5
816,66,Osteoporosis,4034814.08,0.194827138,976301.26,6141.072721,5011115.34
702,67,Osteoporosis,3574533.82,0.191757053,848064.4,6299.997464,4422598.22
660,68,Osteoporosis,3720463.97,0.185134194,845274.27,6917.785212,4565738.24
693,69,Osteoporosis,3599174.05,0.193106167,861355.83,6436.551053,4460529.88
664,70,Osteoporosis,3558170.77,0.184850009,806879.6,6573.871039,4365050.37
715,71,Osteoporosis,3996605.24,0.187703231,923524.19,6881.299902,4920129.43
646,72,Osteoporosis,3737720.8,0.182631681,835151.32,7078.749412,4572872.12
562,73,Osteoporosis,3192064.44,0.184420704,721797.1,6964.166441,3913861.54
542,74,Osteoporosis,3202113.22,0.186226347,732780.97,7259.95238,3934894.19
453,75,Osteoporosis,3010155.07,0.175632346,641316.52,8060.643687,3651471.59
389,76,Osteoporosis,2643320.76,0.180159361,580867.74,8288.402314,3224188.5
318,77,Osteoporosis,2323913.51,0.173922264,489276.35,8846.508994,2813189.86
212,78,Osteoporosis,1536417.8,0.178185843,333126.29,8818.604198,1869544.09
109,79,Osteoporosis,745060.29,0.187591881,172040.7,8413.77055,917100.99
1,1,Rheumatoid Arthritis,4636.28,0.145493284,789.4,5425.68,5425.68
5,2,Rheumatoid Arthritis,16431.81,0.2247358,4763.3,4239.022,21195.11
3,3,Rheumatoid Arthritis,3767.65,0.17780702,814.79,1527.48,4582.44
3,4,Rheumatoid Arthritis,9317.83,0.242316709,2979.96,4099.263333,12297.79
5,5,Rheumatoid Arthritis,59541.52,0.125587229,8551.63,13618.63,68093.15
4,6,Rheumatoid Arthritis,11265.48,0.262607307,4011.97,3819.3625,15277.45
2,7,Rheumatoid Arthritis,8653.05,0.145624176,1474.87,5063.96,10127.92
6,8,Rheumatoid Arthritis,8318.81,0.277706773,3198.41,1919.536667,11517.22
4,9,Rheumatoid Arthritis,12649.91,0.208432228,3330.92,3995.2075,15980.83
4,10,Rheumatoid Arthritis,10234.7,0.222425496,2927.64,3290.585,13162.34
5,11,Rheumatoid Arthritis,18398.96,0.198330341,4551.84,4590.16,22950.8
4,12,Rheumatoid Arthritis,3841.41,0.172061736,798.32,1159.9325,4639.73
11,13,Rheumatoid Arthritis,28830.78,0.249088343,9563.59,3490.397273,38394.37
6,14,Rheumatoid Arthritis,11802.8,0.241713347,3762.29,2594.181667,15565.09
6,15,Rheumatoid Arthritis,13806.19,0.227851655,4074.04,2980.038333,17880.23
10,16,Rheumatoid Arthritis,18339.8,0.198749091,4549.16,2288.896,22888.96
6,17,Rheumatoid Arthritis,11376.08,0.235954996,3513.2,2481.546667,14889.28
8,18,Rheumatoid Arthritis,25642.77,0.233686594,7819.74,4182.81375,33462.51
7,19,Rheumatoid Arthritis,11630.57,0.210605869,3102.97,2104.791429,14733.54
7,20,Rheumatoid Arthritis,17826.29,0.241408644,5672.91,3357.028571,23499.2
9,21,Rheumatoid Arthritis,29911.56,0.215272915,8205.59,4235.238889,38117.15
11,22,Rheumatoid Arthritis,42199.47,0.206095196,10954.85,4832.210909,53154.32
15,23,Rheumatoid Arthritis,64841,0.206902532,16915.66,5450.444,81756.66
14,24,Rheumatoid Arthritis,42467.74,0.21808174,11844.51,3879.446429,54312.25
9,25,Rheumatoid Arthritis,26085.74,0.19303777,6240.11,3591.761111,32325.85
8,26,Rheumatoid Arthritis,16947.41,0.236560854,5251.36,2774.84625,22198.77
19,27,Rheumatoid Arthritis,76932.34,0.221474585,21885.68,5200.948421,98818.02
14,28,Rheumatoid Arthritis,47166.06,0.227754247,13910.43,4362.606429,61076.49
14,29,Rheumatoid Arthritis,44259.81,0.205150953,11423.48,3977.377857,55683.29
17,30,Rheumatoid Arthritis,92923.02,0.163283758,18133.77,6532.752353,111056.79
18,31,Rheumatoid Arthritis,65208.16,0.216669305,18036.58,4624.707778,83244.74
27,32,Rheumatoid Arthritis,77135.55,0.199748706,19253.61,3569.968889,96389.16
23,33,Rheumatoid Arthritis,89295.92,0.205423371,23085.84,4886.163478,112381.76
27,34,Rheumatoid Arthritis,83385.24,0.216867122,23091.25,3943.573704,106476.49
21,35,Rheumatoid Arthritis,78835.63,0.22282737,22603.39,4830.429524,101439.02
32,36,Rheumatoid Arthritis,111280.89,0.211440414,29838.3,4409.974688,141119.19
35,37,Rheumatoid Arthritis,129053.53,0.214028283,35142.62,4691.318571,164196.15
28,38,Rheumatoid Arthritis,149577.8,0.1842712,33789.27,6548.823929,183367.07
33,39,Rheumatoid Arthritis,182513.3,0.180683735,40249.64,6750.392121,222762.94
47,40,Rheumatoid Arthritis,154712.97,0.21703174,42885.04,4204.212979,197598.01
28,41,Rheumatoid Arthritis,119023.72,0.197700677,29329.54,5298.330714,148353.26
43,42,Rheumatoid Arthritis,184193.04,0.197402344,45303.07,5337.118837,229496.11
52,43,Rheumatoid Arthritis,207048.58,0.205685939,53614.79,5012.757115,260663.37
74,44,Rheumatoid Arthritis,292645.48,0.186424983,67057.65,4860.853108,359703.13
43,45,Rheumatoid Arthritis,225844.67,0.195197606,54776.6,6526.076047,280621.27
50,46,Rheumatoid Arthritis,263715.89,0.175554897,56154.88,6397.4154,319870.77
61,47,Rheumatoid Arthritis,302812.54,0.196494238,74051.64,6178.101311,376864.18
51,48,Rheumatoid Arthritis,232693.44,0.184935731,52797.47,5597.86098,285490.91
64,49,Rheumatoid Arthritis,278832.68,0.202437874,70773.54,5462.597188,349606.22
60,50,Rheumatoid Arthritis,271686.86,0.190266937,63839.59,5592.1075,335526.45
84,51,Rheumatoid Arthritis,405715.95,0.202269238,102871.62,6054.613929,508587.57
69,52,Rheumatoid Arthritis,323429.64,0.190075635,75903.5,5787.436812,399333.14
78,53,Rheumatoid Arthritis,387890.23,0.198693108,96181.77,6206.051282,484072
77,54,Rheumatoid Arthritis,380848.2,0.200026517,95227.83,6182.805584,476076.03
83,55,Rheumatoid Arthritis,372136.13,0.19647247,90991.91,5579.855904,463128.04
94,56,Rheumatoid Arthritis,439595.15,0.198312137,108741.89,5833.372766,548337.04
97,57,Rheumatoid Arthritis,473361,0.193611652,113652.69,6051.687526,587013.69
86,58,Rheumatoid Arthritis,535701.02,0.196072381,130653.77,7748.311512,666354.79
89,59,Rheumatoid Arthritis,504398.54,0.193477994,121001.06,7026.961798,625399.6
100,60,Rheumatoid Arthritis,550373.86,0.179625319,120507.23,6708.8109,670881.09
90,61,Rheumatoid Arthritis,445437.44,0.184501888,100777.73,6069.057444,546215.17
83,62,Rheumatoid Arthritis,520514.61,0.178471731,113078.45,7633.651325,633593.06
72,63,Rheumatoid Arthritis,394997.89,0.194141344,95159.89,6807.746944,490157.78
93,64,Rheumatoid Arthritis,575890.24,0.176367187,123317.26,7518.360215,699207.5
83,65,Rheumatoid Arthritis,534021.28,0.169267611,108810.62,7744.962651,642831.9
81,66,Rheumatoid Arthritis,520842.6,0.164298049,102397.06,7694.31679,623239.66
71,67,Rheumatoid Arthritis,460190.03,0.168668301,93367.63,7796.586761,553557.66
85,68,Rheumatoid Arthritis,544651.71,0.16985677,111441.95,7718.748941,656093.66
68,69,Rheumatoid Arthritis,389179.07,0.182439834,86845.92,7000.3675,476024.99
71,70,Rheumatoid Arthritis,566656.78,0.153487158,102744.5,9428.187042,669401.28
63,71,Rheumatoid Arthritis,385567.72,0.176187783,82460.93,7429.02619,468028.65
61,72,Rheumatoid Arthritis,480252.72,0.158548326,90490.36,9356.443934,570743.08
36,73,Rheumatoid Arthritis,211723.28,0.183029755,47433.38,7198.796111,259156.66
53,74,Rheumatoid Arthritis,444276.09,0.152999383,80252.56,9896.766981,524528.65
38,75,Rheumatoid Arthritis,265734.82,0.176205599,56839.38,8488.794737,322574.2
44,76,Rheumatoid Arthritis,466304.92,0.151851193,83486.48,12495.25909,549791.4
37,77,Rheumatoid Arthritis,358760.46,0.160160643,68417.02,11545.3373,427177.48
16,78,Rheumatoid Arthritis,144155.94,0.142227362,23902.51,10503.65313,168058.45
11,79,Rheumatoid Arthritis,138613.69,0.139019521,22381.47,14635.92364,160995.16